id,Nombre,Posicion,Edad,PJ Sel,Club,year,Seleccion
1144,oribe peralta,DEL,30,32,santos laguna,2014,MEX
1144,oribe peralta,DEL,34,67,c. america,2018,MEX
1145,oscar perez,POR,37,49,jaguares,2010,MEX
1146,pablo barrera,MED,22,17,unam,2010,MEX
1147,paul aguilar,DEF,24,7,pachuca,2010,MEX
1147,paul aguilar,DEF,28,32,america,2014,MEX
1148,rafael marquez,DEF,35,124,leon,2014,MEX
1148,rafael marquez,DEF,39,145,atlas f. c.,2018,MEX
1149,rafael marquez​,DEF,31,88,fc barcelona,2010,MEX
1150,raul jimenez,DEL,23,24,america,2014,MEX
1150,raul jimenez,DEL,27,63,s. l. benfica,2018,MEX
1151,ricardo osorio,DEF,30,74,vfb stuttgart,2010,MEX
1152,andre ooijer,DEF,35,54,psv eindhoven,2010,NED
1153,arjen robben,MED,26,47,bayern de munich,2010,NED
1153,arjen robben,DEL,30,75,bayern de munich,2014,NED
1154,bert van marwijk,DT,,,,2010,NED
1155,bruno martins indi,DEF,22,2,feyenoord,2014,NED
1156,daley blind,DEF,24,12,ajax,2014,NED
1157,daryl janmaat,DEF,24,16,feyenoord,2014,NED
1158,demy de zeeuw,MED,27,25,ajax,2010,NED
1159,dirk kuyt,DEL,29,63,liverpool,2010,NED
1159,dirk kuyt,DEL,33,98,fenerbahçe,2014,NED
1160,edson braafheid,DEF,27,7,celtic,2010,NED
1161,eljero elia,DEL,23,9,hamburgo sv,2010,NED
1162,georginio wijnaldum,CEN,23,5,psv eindhoven,2014,NED
1163,giovanni van bronckhorst,DEF,35,99,feyenoord,2010,NED
1164,gregory van der wiel,DEF,22,10,ajax,2010,NED
1165,ibrahim afellay,MED,24,23,psv eindhoven,2010,NED
1166,jasper cillessen,POR,25,8,ajax de amsterdam,2014,NED
1167,jeremain lens,DEL,26,22,dinamo kiev,2014,NED
1168,joel veltman,DEF,22,2,ajax de amsterdam,2014,NED
1169,john heitinga,DEF,26,54,everton,2010,NED
1170,jonathan de guzman,CEN,26,10,swansea city,2014,NED
1171,jordy clasie,CEN,22,8,feyenoord,2014,NED
1172,joris mathijsen,DEF,30,56,hamburgo,2010,NED
1173,khalid boulahrouz,DEF,28,29,stuttgart,2010,NED
1174,klaas-jan huntelaar,DEL,26,32,ac milan,2010,NED
1174,klaas-jan huntelaar,DEL,30,62,schalke 04,2014,NED
1175,leroy fer,CEN,24,6,norwich city,2014,NED
1176,louis van gaal,DT,,,,2014,NED
1177,maarten stekelenburg,POR,27,27,ajax,2010,NED
1178,mark van bommel,MED,33,56,bayern de munich,2010,NED
1179,memphis depay,DEL,20,6,psv eindhoven,2014,NED
1180,michel vorm,POR,26,4,fc utrecht,2010,NED
1180,michel vorm,POR,30,14,swansea city,2014,NED
1181,nigel de jong,MED,25,42,manchester city,2010,NED
1181,nigel de jong,CEN,29,71,milan,2014,NED
1182,paul verhaegh,DEF,30,2,augsburgo,2014,NED
1183,rafael van der vaart,MED,27,78,real madrid,2010,NED
1184,robin van persie,DEL,26,44,arsenal,2010,NED
1184,robin van persie,DEL,30,85,manchester united,2014,NED
1185,ron vlaar,DEF,29,24,aston villa,2014,NED
1186,ryan babel,DEL,23,39,liverpool,2010,NED
1187,sander boschker,POR,39,1,twente,2010,NED
1188,stefan de vrij,DEF,22,12,feyenoord,2014,NED
1189,stijn schaars,MED,26,12,az alkmaar,2010,NED
1190,terence kongolo,DEF,20,1,feyenoord,2014,NED
1191,tim krul,POR,26,5,newcastle united,2014,NED
1192,wesley sneijder,MED,25,61,inter de milan,2010,NED
1192,wesley sneijder,CEN,30,99,galatasaray,2014,NED
1193,abdullahi shehu,DEF,25,25,bursaspor,2018,NGR
1194,ahmed musa,DEL,21,32,cska moscu,2014,NGR
1194,ahmed musa,DEL,25,72,cska moscu,2018,NGR
1195,alex iwobi,DEL,22,19,arsenal,2018,NGR
1196,austin ejide,POR,26,19,hapoel petah tikva,2010,NGR
1196,austin ejide,POR,,,hapoel be'er sheva,2014,NGR
1197,ayila yussuf,MED,25,27,dinamo de kiev,2010,NGR
1198,azubuike egwuekwe,DEF,,9,warri wolves,2014,NGR
1199,brian idowu,DEF,26,5,amkar perm,2018,NGR
1200,brown ideye,DEL,21,,fc sochaux,2010,NGR
1201,chidi odiah,DEF,26,26,cska moscu,2010,NGR
1202,chidozie awaziem,DEF,21,4,fc nantes,2018,NGR
1203,chigozie agbim,POR,,,gombe united,2014,NGR
1204,chinedu ogbuke obasi,DEL,24,13,hoffenheim,2010,NGR
1205,daniel akpeyi,POR,32,7,chippa united,2018,NGR
1206,danny shittu,DEF,29,27,bolton wanderers,2010,NGR
1207,dele adeleye,DEF,21,6,sparta rotterdam,2010,NGR
1208,dele aiyenugba,POR,26,8,bnei yehuda,2010,NGR
1209,dickson etuhu,MED,28,14,fulham,2010,NGR
1210,efe ambrose,DEF,25,29,celtic,2014,NGR
1211,ejike uzoenyi 1,CEN,22,20,enugu rangers,2014,NGR
1212,elderson echiejile,DEF,22,12,stade rennais fc,2010,NGR
1212,elderson echiejile,DEF,30,62,cercle brugge,2018,NGR
1213,emmanuel emenike,DEL,27,19,fenerbahçe,2014,NGR
1214,francis uzoho,POR,19,6,deportivo la coruña,2018,NGR
1215,gernot rohr,DT,,,,2018,NGR
1216,godfrey oboabona,DEF,,,çaykur rizespor,2014,NGR
1217,ikechukwu ezenwa,POR,29,24,enyimba,2018,NGR
1218,joel obi,MED,27,17,torino,2018,NGR
1219,john obi mikel,CEN,27,52,chelsea,2014,NGR
1219,john obi mikel,MED,31,85,tianjin teda,2018,NGR
1220,john ogu,MED,30,20,hapoel be'er sheva,2018,NGR
1221,john utaka,DEL,28,44,portsmouth fc,2010,NGR
1222,joseph yobo,DEF,29,67,everton fc,2010,NGR
1222,joseph yobo,DEF,33,82,fenerbahçe,2014,NGR
1223,juwon oshaniwa,DEF,,,ashdod,2014,NGR
1224,kalu uche,MED,27,23,ud almeria,2010,NGR
1225,kelechi iheanacho,DEL,22,18,leicester city,2018,NGR
1226,kenneth omeruo,DEF,20,3,chelsea,2014,NGR
1226,kenneth omeruo,DEF,24,39,kasımpaşa,2018,NGR
1227,kunle odunlami,DEF,24,2,sunshine stars,2014,NGR
1228,lars lagerback,DT,,,,2010,NGR
1229,leon balogun,DEF,29,19,fsv mainz,2018,NGR
1230,lukman haruna,MED,29,5,as monaco,2010,NGR
1231,michael uchebo,CEN,,,cercle brugge,2014,NGR
1232,michel babatunde,DEL,,,volyn lutsk,2014,NGR
1233,nwankwo kanu,MED,33,85,portsmouth fc,2010,NGR
1234,obafemi martins,DEL,25,34,wolfsburgo,2010,NGR
1235,odion ighalo,DEL,28,19,changchun yatai,2018,NGR
1236,ogenyi onazi,CEN,21,21,lazio,2014,NGR
1236,ogenyi onazi,MED,25,52,trabzonspor,2018,NGR
1237,oghenekaro etebo,MED,22,14,las palmas,2018,NGR
1238,peter odemwingie,DEL,28,49,lokomotiv moscu,2010,NGR
1238,peter odemwingie,DEL,,,stoke city,2014,NGR
1239,rabiu afolabi,DEF,30,16,red bull salzburg,2010,NGR
1240,ramon azeez,CEN,,,almeria,2014,NGR
1241,reuben gabriel,CEN,23,24,waasland-beveren,2014,NGR
1242,sani kaita,MED,24,22,alania vladikavkaz,2010,NGR
1243,shola ameobi,DEL,32,10,newcastle,2014,NGR
1244,simeon nwankwo,DEL,26,2,fc crotone,2018,NGR
1245,stephen keshi,DT,,,,2014,NGR
1246,taye taiwo,DEF,25,42,olympique marsella,2010,NGR
1247,tyronne ebuehi,DEF,22,7,ado la haya,2018,NGR
1248,uche nwofor,DEL,,,vvv venlo,2014,NGR
1249,victor moses,CEN,23,19,chelsea,2014,NGR
1249,victor moses,DEL,27,34,chelsea,2018,NGR
1250,victor obinna,DEL,23,33,malaga cf,2010,NGR
1251,vincent enyeama,POR,27,55,hapoel tel aviv,2010,NGR
1251,vincent enyeama,POR,31,82,lille,2014,NGR
1252,wilfred ndidi,MED,21,17,leicester city,2018,NGR
1253,william troost-ekong,DEF,24,22,bursaspor,2018,NGR
1254,yakubu aiyegbeni,DEL,27,50,everton fc,2010,NGR
1255,aaron clapham,MED,23,0,canterbury united,2010,NZL
1256,andrew boyens,DEF,26,15,new york red bulls,2010,NZL
1257,andy barron,MED,29,11,team wellington,2010,NZL
1258,ben sigmund,DEF,29,14,wellington phoenix,2010,NZL
1259,chris killen,DEL,28,31,middlesbrough,2010,NZL
1260,chris wood,DEL,18,9,west bromwich albion,2010,NZL
1261,david mulligan,MED,28,25,auckland city,2010,NZL
1262,glen moss,POR,27,15,melbourne victory,2010,NZL
1263,ivan vicelich,DEF,33,66,auckland city,2010,NZL
1264,james bannatyne,POR,34,3,team wellington,2010,NZL
1265,jeremy brockie,DEL,22,18,newcastle united jets,2010,NZL
1266,jeremy christie,MED,27,22,tampa bay,2010,NZL
1267,leo bertos,MED,28,34,wellington phoenix,2010,NZL
1268,mark paston,POR,33,23,wellington phoenix,2010,NZL
1269,michael mcglinchey,MED,23,5,motherwell,2010,NZL
1270,ricki herbert,DT,,,,2010,NZL
1271,rory fallon,DEL,28,7,plymouth argyle,2010,NZL
1272,ryan nelsen,DEF,32,41,blackburn rovers,2010,NZL
1273,shane smeltz,DEL,28,30,gold coast united,2010,NZL
1274,simon elliott,MED,36,63,wellington phoenix,2010,NZL
1275,tim brown,MED,29,25,wellington phoenix,2010,NZL
1276,tommy smith,DEF,20,4,ipswich town,2010,NZL
1277,tony lochhead,DEF,28,30,wellington phoenix,2010,NZL
1278,winston reid,DEF,21,3,midtjylland,2010,NZL
1279,abdiel arroyo,DEL,24,33,alajuelense,2018,PAN
1280,adolfo machado,DEF,33,76,houston dynamo,2018,PAN
1281,alex rodriguez,POR,27,6,san francisco,2018,PAN
1282,anibal godoy,MED,28,59,san jose earthquakes,2018,PAN
1283,armando cooper,MED,30,98,universidad de chile,2018,PAN
1284,blas perez,DEL,37,118,municipal,2018,PAN
1285,edgar barcenas,MED,24,29,cafetaleros de tapachula,2018,PAN
1286,erick davis,DEF,27,38,dunajska streda,2018,PAN
1287,felipe baloy,DEF,37,102,municipal,2018,PAN
1288,fidel escobar,DEF,23,23,new york red bulls,2018,PAN
1289,gabriel gomez,MED,34,144,atletico bucaramanga,2018,PAN
1290,gabriel torres,DEL,29,72,huachipato,2018,PAN
1291,harold cummings,DEF,26,52,san jose earthquakes,2018,PAN
1292,hernan dario gomez,DT,,,,2018,PAN
1293,ismael diaz,DEL,21,11,deportivo fabril,2018,PAN
1294,jaime penedo,POR,36,131,dinamo bucurești,2018,PAN
1295,jose calderon,POR,32,31,chorrillo,2018,PAN
1296,jose luis rodriguez,MED,19,2,kaa gent,2018,PAN
1297,luis ovalle,DEF,29,25,cd olimpia,2018,PAN
1298,luis tejada,DEL,36,105,sport boys,2018,PAN
1299,michael amir murillo,DEF,22,22,new york red bulls,2018,PAN
1300,ricardo avila,MED,21,5,kaa gent,2018,PAN
1301,roman torres,DEF,32,111,seattle sounders,2018,PAN
1302,valentin pimentel,MED,27,23,plaza amador,2018,PAN
1303,aldo bobadilla,POR,34,19,independiente medellin,2010,PAR
1304,antolin alcaraz,DEF,27,6,brujas,2010,PAR
1305,aureliano torres,DEF,27,29,san lorenzo de almagro,2010,PAR
1306,carlos bonet,DEF,32,64,olimpia,2010,PAR
1307,claudio morel,DEF,32,27,boca juniors,2010,PAR
1308,cristian riveros,MED,27,47,cruz azul,2010,PAR
1309,dario veron,DEF,30,29,pumas,2010,PAR
1310,denis caniza  1°,DEF,35,98,leon,2010,PAR
1311,diego barreto,POR,28,3,cerro porteño,2010,PAR
1312,edgar barreto,MED,25,48,atalanta,2010,PAR
1313,edgar benitez,DEL,22,13,america,2010,PAR
1314,enrique vera,MED,31,29,liga de quito,2010,PAR
1315,gerardo martino,DT,47,,,2010,PAR
1316,jonathan santana,MED,28,24,vfl wolfsburgo,2010,PAR
1317,julio caceres,DEF,30,63,atletico mineiro,2010,PAR
1318,justo villar  2° n. 1​,POR,32,73,real valladolid,2010,PAR
1319,lucas barrios,DEL,25,3,borussia dortmund,2010,PAR
1320,nelson haedo,DEL,26,38,borussia dortmund,2010,PAR
1321,nestor ortigoza,MED,25,6,argentinos juniors,2010,PAR
1322,oscar cardozo,DEL,27,29,benfica,2010,PAR
1323,paulo da silva,DEF,30,71,sunderland,2010,PAR
1324,rodolfo gamarra,DEL,21,3,libertad,2010,PAR
1325,roque santa cruz,DEL,28,70,manchester city,2010,PAR
1326,victor caceres,MED,25,27,libertad,2010,PAR
1327,alberto rodriguez,DEF,34,,atletico junior (col),2018,PER
1328,aldo corzo,DEF,29,,universitario (per),2018,PER
1329,anderson santamaria,DEF,26,,puebla (mex),2018,PER
1330,andre carrillo,DEL,27,,watford (ing),2018,PER
1331,andy polo,MED,24,,portland timbers (usa),2018,PER
1332,carlos caceda,POR,27,,deportivo municipal (per),2018,PER
1333,christian cueva,MED,27,,san pablo (bra),2018,PER
1334,christian ramos,DEF,30,,veracruz (mex),2018,PER
1335,edison flores,DEL,24,,aalborg bk (din),2018,PER
1336,jefferson farfan,DEL,34,,lokomotiv moscu (rus),2018,PER
1337,jose carvallo,POR,32,,utc (per),2018,PER
1338,luis advincula,DEF,28,,lobos buap (mex),2018,PER
1339,miguel araujo,DEF,24,,alianza lima (per),2018,PER
1340,miguel trauco,DEF,26,,flamengo (bra),2018,PER
1341,nilson loyola,DEF,24,,fbc melgar (per),2018,PER
1342,paolo guerrero,DEL,34,,flamengo (bra),2018,PER
1343,paolo hurtado,MED,28,,vitoria de guimarães (por),2018,PER
1344,pedro aquino,MED,23,,leon (mex),2018,PER
1345,pedro gallese,POR,28,,veracruz (mex),2018,PER
1346,raul ruidiaz,DEL,28,,monarcas morelia (mex),2018,PER
1347,renato tapia,MED,23,,feyenoord (hol),2018,PER
1348,ricardo gareca,DT,,,,2018,PER
1349,wilder cartagena,MED,24,,veracruz (mex),2018,PER
1350,yoshimar yotun,MED,28,,orlando city (usa),2018,PER
1351,adam nawałka,DT,,,,2018,POL
1352,arkadiusz milik,DEL,24,39,ssc napoli,2018,POL
1353,artur jędrzejczyk,DEF,30,35,legia varsovia,2018,POL
1354,bartosz bereszyński,DEF,25,7,sampdoria,2018,POL
1355,bartosz białkowski,POR,30,1,ipswich town,2018,POL
1356,dawid kownacki,DEL,21,1,sampdoria,2018,POL
1357,grzegorz krychowiak,MED,28,50,west bromwich albion,2018,POL
1358,jacek goralski,MED,25,4,ludogorets razgrad,2018,POL
1359,jakub błaszczykowski,MED,32,98,vfl wolfsburg,2018,POL
1360,jan bednarek,DEF,22,2,southampton,2018,POL
1361,kamil glik,DEF,30,57,as monaco,2018,POL
1362,kamil grosicki,MED,30,57,hull city,2018,POL
1363,karol linetty,MED,24,20,sampdoria,2018,POL
1364,maciej rybus,MED,28,50,lokomotiv moscu,2018,POL
1365,michał pazdan,DEF,30,32,legia varsovia,2018,POL
1366,piotr zieliński,MED,24,32,ssc napoli,2018,POL
1367,rafał kurzawa,MED,25,3,gornik zabrze,2018,POL
1368,robert lewandowski,DEL,29,94,bayern munich,2018,POL
1369,sławomir peszko,MED,33,43,lechia gdańsk,2018,POL
1370,thiago cionek,DEF,32,18,spal ferrara,2018,POL
1371,wojciech szczęsny,POR,28,34,juventus,2018,POL
1372,łukasz fabiański,POR,33,44,swansea city,2018,POL
1373,łukasz piszczek,DEF,33,62,borussia dortmund,2018,POL
1374,łukasz teodorczyk,DEL,27,16,rsc anderlecht,2018,POL
1375,adrien silva,MED,29,23,leicester city,2018,POR
1376,andre almeida,DEF,,,benfica,2014,POR
1377,andre silva,DEL,22,23,milan,2018,POR
1378,anthony lopes,POR,27,7,olympique de lyon,2018,POR
1379,bebe,DEL,,,rayo vallecano de madrid,2014,POR
1380,bernardo silva,MED,23,25,manchester city,2018,POR
1381,beto,POR,28,1,porto,2010,POR
1381,beto,POR,,,sevilla,2014,POR
1381,beto,POR,36,14,goztepe,2018,POR
1382,bruno alves,DEF,28,30,porto,2010,POR
1382,bruno alves,DEF,,,fenerbahçe,2014,POR
1382,bruno alves,DEF,36,96,rangers,2018,POR
1383,bruno fernandes,MED,23,6,sporting de lisboa,2018,POR
1384,carlos queiroz,DT,,,,2010,POR
1385,cedric soares,DEF,26,29,southampton,2018,POR
1386,cristiano ronaldo,DEL,25,71,real madrid,2010,POR
1386,cristiano ronaldo,DEL,,,real madrid,2014,POR
1386,cristiano ronaldo,DEL,33,150,real madrid,2018,POR
1387,daniel fernandes,POR,26,2,iraklis,2010,POR
1388,danny,DEL,26,10,zenit san petersburgo,2010,POR
1389,deco,MED,32,73,chelsea,2010,POR
1390,duda,DEF,29,15,malaga,2010,POR
1391,eder,DEL,,,braga,2014,POR
1392,eduardo,POR,27,14,sporting braga,2010,POR
1392,eduardo,POR,,,braga,2014,POR
1393,fabio coentrão,MED,22,3,benfica,2010,POR
1393,fabio coentrão,DEF,,,real madrid,2014,POR
1394,fernando santos,DT,,,,2018,POR
1395,gelson martins,DEL,23,18,sporting de lisboa,2018,POR
1396,gonçalo guedes,DEL,21,10,valencia,2018,POR
1397,hugo almeida,DEL,25,25,werder bremen,2010,POR
1397,hugo almeida,DEL,,,beşiktaş,2014,POR
1398,jose fonte,DEF,34,31,dalian yifang,2018,POR
1399,joão mario,MED,25,36,west ham united,2018,POR
1400,joão moutinho,CEN,,,monaco,2014,POR
1400,joão moutinho,MED,31,110,monaco,2018,POR
1401,joão pereira,DEF,,,valencia,2014,POR
1402,liedson,DEL,32,9,sporting de lisboa,2010,POR
1403,manuel fernandes,MED,32,14,lokomotiv moscu,2018,POR
1404,mario rui,DEF,27,4,napoli,2018,POR
1405,miguel,DEF,30,56,valencia,2010,POR
1406,miguel veloso,MED,24,11,sporting de lisboa,2010,POR
1406,miguel veloso,CEN,,,dinamo kiev,2014,POR
1407,nani,DEL,,,manchester united,2014,POR
1408,neto,DEF,,,zenit san petersburgo,2014,POR
1409,paulo bento,DT,,,,2014,POR
1410,paulo ferreira,DEF,31,61,chelsea,2010,POR
1411,pedro mendes,MED,30,7,sporting de lisboa,2010,POR
1412,pepe,MED,27,24,real madrid,2010,POR
1412,pepe,DEF,,,real madrid,2014,POR
1412,pepe,DEF,35,95,beşiktaş,2018,POR
1413,rafa,CEN,,,braga,2014,POR
1414,raphael guerreiro,DEF,24,24,borussia dortmund,2018,POR
1415,raul meireles,MED,27,33,porto,2010,POR
1415,raul meireles,CEN,,,fenerbahçe,2014,POR
1416,ricardo carvalho,DEF,32,62,chelsea,2010,POR
1417,ricardo costa,DEF,29,8,lille,2010,POR
1417,ricardo costa,DEF,,,valencia,2014,POR
1418,ricardo pereira,DEF,24,4,porto,2018,POR
1419,ricardo quaresma,DEL,34,77,beşiktaş,2018,POR
1420,rolando,DEF,31,8,porto,2010,POR
1421,ruben amorim,MED,25,,benfica,2010,POR
1421,ruben amorim,CEN,,,benfica,2014,POR
1422,ruben dias,DEF,21,1,benfica,2018,POR
1423,rui patricio,POR,,,sporting de lisboa,2014,POR
1423,rui patricio,POR,30,69,sporting de lisboa,2018,POR
1424,silvestre varela,DEL,,,porto,2014,POR
1425,simão,DEL,30,80,atletico de madrid,2010,POR
1426,tiago,MED,29,50,atletico de madrid,2010,POR
1427,vieirinha,DEL,,,wolfsburgo,2014,POR
1428,william carvalho,CEN,,,sporting de lisboa,2014,POR
1428,william carvalho,MED,26,43,sporting de lisboa,2018,POR
1429,alan dzagoyev,MED,27,57,cska moscu,2018,RUS
1430,aleksandr golovin,MED,22,19,cska moscu,2018,RUS
1431,aleksandr samedov,MED,33,48,spartak de moscu,2018,RUS
1432,aleksandr yerojin,MED,28,17,zenit de san petersburgo,2018,RUS
1433,aleksei miranchuk,MED,22,18,lokomotiv moscu,2018,RUS
1434,andrei lunev,POR,26,3,zenit de san petersburgo,2018,RUS
1435,andrei semionov,DEF,29,6,ajmat grozni,2018,RUS
1436,anton miranchuk,MED,22,6,lokomotiv moscu,2018,RUS
1437,artiom dziuba,DEL,29,23,arsenal tula,2018,RUS
1438,daler kuziayev,MED,25,6,zenit de san petersburgo,2018,RUS
1439,denis cheryshev,MED,27,11,villarreal,2018,RUS
1440,fiodor kudriashov,DEF,31,19,rubin kazan,2018,RUS
1441,igor akinfeyev,POR,32,106,cska moscu,2018,RUS
1442,igor smolnikov,DEF,29,27,zenit de san petersburgo,2018,RUS
1443,ilia kutepov,DEF,24,7,spartak de moscu,2018,RUS
1444,mario fernandes,DEF,27,5,cska moscu,2018,RUS
1445,ramiro lopez,DEL,28,32,krasnodar,2018,RUS
1446,roman zobnin,MED,24,12,spartak de moscu,2018,RUS
1447,serguei ignashevich,DEF,38,122,cska moscu,2018,RUS
1448,stanislav cherchesov,DT,,,,2018,RUS
1449,vladimir gabulov,POR,34,10,club brujas,2018,RUS
1450,vladimir granat,DEF,31,12,rubin kazan,2018,RUS
1451,yuri gazinski,MED,28,6,krasnodar,2018,RUS
1452,yuri zhirkov,DEF,34,84,zenit de san petersburgo,2018,RUS
1453,abdoulaye diallo,POR,26,17,rennes,2018,SEN
1454,alfred gomis,POR,24,1,spal ferrara,2018,SEN
1455,alfred n'diaye,MED,28,20,wolverhampton wanderers,2018,SEN
1456,aliou cisse,DT,,,,2018,SEN
1457,badou ndiaye,MED,27,19,stoke city,2018,SEN
1458,cheikh n'doye,MED,32,25,birmingham city,2018,SEN
1459,cheikhou kouyate,MED,28,47,west ham united,2018,SEN
1460,diafra sakho,DEL,28,11,rennes,2018,SEN
1461,idrissa gueye,MED,28,60,everton,2018,SEN
1462,ismaila sarr,DEL,20,15,rennes,2018,SEN
1463,kalidou koulibaly,DEF,26,25,ssc napoli,2018,SEN
1464,kara mbodji,DEF,28,52,rsc anderlecht,2018,SEN
1465,keita balde,DEL,23,18,as monaco,2018,SEN
1466,khadim n'diaye,POR,33,25,horoya conakry,2018,SEN
1467,lamine gassama,DEF,28,36,alanyaspor,2018,SEN
1468,m'baye niang,DEL,23,6,torino,2018,SEN
1469,mame biram diouf,DEL,30,48,stoke city,2018,SEN
1470,moussa konate,DEL,25,27,amiens,2018,SEN
1471,moussa sow,DEL,32,51,bursaspor,2018,SEN
1472,moussa wague,DEF,19,9,kas eupen,2018,SEN
1473,sadio mane,DEL,26,52,liverpool,2018,SEN
1474,salif sane,MED,27,21,hannover 96,2018,SEN
1475,saliou ciss,DEF,28,18,valenciennes,2018,SEN
1476,youssouf sabaly,DEF,25,4,bordeaux,2018,SEN
1477,dušan kuciak,POR,25,3,fc vaslui,2010,SLK
1478,dušan perniš,POR,25,3,dundee united football club,2010,SLK
1479,erik jendrišek,DEL,24,24,fc schalke 04,2010,SLK
1480,filip hološko,DEL,26,38,estambul başakşehir fk,2010,SLK
1481,jan kozak,MED,30,24,fc timişoara,2010,SLK
1482,jan mucha,POR,27,15,legia de varsovia,2010,SLK
1483,jan ďurica,DEF,28,38,fc lokomotiv moscu,2010,SLK
1484,juraj kucka,MED,23,6,athletic club sparta praga,2010,SLK
1485,kamil kopunek,MED,26,9,spartak trnava,2010,SLK
1486,kornel salata,DEF,25,4,slovan bratislava,2010,SLK
1487,marek hamšik,MED,22,32,napoli,2010,SLK
1488,marek sapara,MED,27,25,galatasaray,2010,SLK
1489,marek čech,DEF,27,40,west bromwich albion,2010,SLK
1490,martin jakubko,DEL,30,24,fc saturn ramenskoye,2010,SLK
1491,martin petraš,DEF,30,38,ac cesena,2010,SLK
1492,martin škrtel,DEF,25,39,liverpool fc,2010,SLK
1493,miroslav stoch,MED,20,12,fc twente,2010,SLK
1494,peter pekarik,DEF,23,21,vfl wolfsburgo,2010,SLK
1495,radoslav zabavnik,DEF,29,44,1. fsv maguncia 05,2010,SLK
1496,robert vittek,DEL,28,70,lille osc,2010,SLK
1497,stanislav šestak,DEL,27,33,ankaragucu,2010,SLK
1498,vladimir weiss,MED,20,9,manchester united,2010,SLK
1498,vladimir weiss,DT,,,,2010,SLK
1499,zdeno štrba,MED,34,21,xanthi athlitikos omilos,2010,SLK
1500,aleksandar radosavljevič,MED,31,15,ae larisa,2010,SLN
1501,aleksander šeliga,POR,30,1,sparta rotterdam,2010,SLN
1502,andraž kirm,MED,25,26,wisla cracovia,2010,SLN
1503,andrej komac,MED,30,41,maccabi tel aviv,2010,SLN
1504,bojan jokić,DEF,24,34,chievo verona,2010,SLN
1505,boštjan cesar,DEF,27,42,grenoble foot 38,2010,SLN
1506,branko ilič,DEF,27,37,fc moscu,2010,SLN
1507,dalibor stevanovič,MED,25,15,sbv vitesse,2010,SLN
1508,elvedin džinič,DEF,24,0,nk maribor,2010,SLN
1509,jasmin handanovič,POR,32,3,ac mantova,2010,SLN
1510,marko šuler,DEF,27,17,gent,2010,SLN
1511,matej mavrič,DEF,31,32,tus koblenz,2010,SLN
1512,matjaž kek,DT,,,,2010,SLN
1513,milivoje novakovič,DEL,31,38,koln,2010,SLN
1514,mišo brečko,DEF,26,31,koln,2010,SLN
1515,nejc pečnik,DEL,24,8,nacional madeira,2010,SLN
1516,rene krhin,MED,20,4,inter de milan,2010,SLN
1517,robert koren,MED,29,46,west bromwich albion,2010,SLN
1518,samir handanovič,POR,25,39,udinese,2010,SLN
1519,suad filekovič,DEF,31,13,nk maribor,2010,SLN
1520,tim matavž,DEL,21,0,fc groningen,2010,SLN
1521,valter birsa,MED,23,34,aj auxerre,2010,SLN
1522,zlatan ljubijankič,DEL,26,17,gent,2010,SLN
1523,zlatko dedič,DEL,25,24,bochum,2010,SLN
1524,aaron mokoena,DEF,29,101,portsmouth,2010,SOA
1525,alan dzagoyev,CEN,,,cska moscu,2014,SOA
1526,aleksandr kerzhakov,DEL,,,zenit san petersburgo,2014,SOA
1527,aleksandr kokorin,DEL,,,dinamo moscu,2014,SOA
1528,aleksandr samedov,DEL,,,lokomotiv moscu,2014,SOA
1529,aleksei ionov,DEL,,,dinamo moscu,2014,SOA
1530,aleksei kozlov,DEF,,,dinamo moscu,2014,SOA
1531,andrei semionov,DEF,,,terek grozny,2014,SOA
1532,andrei yeschenko,DEF,,,anzhi makhachkala,2014,SOA
1533,anele ngcongca,DEF,22,5,genk,2010,SOA
1534,bernard parker,DEL,24,28,twente,2010,SOA
1535,bongani khumalo,DEF,23,14,supersport united,2010,SOA
1536,carlos alberto parreira,DT,,,,2010,SOA
1537,denis glushakov,CEN,,,spartak moscu,2014,SOA
1538,dmitri kombarov,DEF,,,spartak moscu,2014,SOA
1539,fabio capello,DT,,,,2014,SOA
1540,gueorgui schennikov,DEF,,,cska moscu,2014,SOA
1541,igor akinfeyev,POR,,,cska moscu,2014,SOA
1542,igor denisov,CEN,,,dinamo moscu,2014,SOA
1543,itumeleng khune,POR,22,27,kaizer chiefs,2010,SOA
1544,kagiso dikgacoi,MED,25,37,fulham,2010,SOA
1545,katlego mphela,DEL,25,30,mamelodi sundowns,2010,SOA
1546,lance davids,MED,25,22,ajax cape town,2010,SOA
1547,lucas thwala,DEF,28,24,orlando pirates,2010,SOA
1548,macbeth sibaya,MED,32,58,rubin kazan,2010,SOA
1549,maksim kaninnikov,DEL,,,amkar perm,2014,SOA
1550,matthew booth,DEF,33,27,mamelodi sundowns,2010,SOA
1551,moneeb josephs,POR,30,17,orlando pirates,2010,SOA
1552,oleg shatov,CEN,,,zenit san petersburgo,2014,SOA
1553,pavel moguilevets1,CEN,,,rubin kazan,2014,SOA
1554,reneilwe letsholonyane,MED,28,13,kaizer chiefs,2010,SOA
1555,serguei ignashevich,DEF,,,cska moscu,2014,SOA
1556,serguei ryzhikov,POR,,,rubin kazan,2014,SOA
1557,shu-aib walters,POR,28,,maritzburg united,2010,SOA
1558,siboniso gaxa,DEF,26,37,mamelodi sundowns,2010,SOA
1559,siphiwe tshabalala,MED,25,49,kaizer chiefs,2010,SOA
